ch_0,ch_1,ch_2
-0.022521773644257337,0.0001682089276755505,-0.03176110112690367
-0.01962020542123355,0.0038264715840341523,-0.018461742001818493
-0.020201257939334027,0.005343114480638178,-0.01180328217742499
-0.02426821993140038,0.002185747462135623,-0.01110787252400769
-0.0284566394839203,-0.0018273384512212942,-0.010460318662808277
-0.03062354153371416,-0.0016052148339440464,-0.006948263489903184
-0.031409155781148,0.002626048853926477,-0.003608850647651707
-0.03110652687610127,0.0039085916796466336,-0.006140842288004933
-0.029518521841964684,-0.0004404597291340906,-0.014290868421085179
-0.028623062462429516,-0.006429242603189778,-0.021245992684271187
-0.029468033972079866,-0.008841350791044533,-0.023746009901515208
-0.02778163798211608,-0.006343758741422789,-0.024405364456470124
-0.02380798468948342,-0.004059790171595523,-0.024958691938081756
-0.017186786863021553,-0.006442770882131299,-0.023394539311993867
-0.010950504474749323,-0.01109389904740965,-0.024438171749352477
-0.006889198630233295,-0.016628258890705183,-0.027241692805546336
-0.00740078576200176,-0.01912581683427561,-0.027079961000708863
-0.00961744171945611,-0.016506310203112662,-0.02299940933880862
-0.013096344446239527,-0.013092655535729136,-0.01875029738584999
-0.016920499547268264,-0.013642845260619652,-0.019181848983862437
-0.01824166247388348,-0.013889641195419244,-0.020419278371264227
-0.016200645404751413,-0.010252090760332067,-0.016275938833132386
-0.013686873899132479,-0.0059041294662165456,-0.010163621482206509
-0.01385209816362476,-0.005238806807028595,-0.008455991519440431
-0.016622960174572654,-0.008659963896207046,-0.01402532961947145
-0.018703842215472832,-0.011854291187773924,-0.01903909469547216
-0.020837684132857248,-0.008847052413329948,-0.016697544197086245
-0.024150922399712726,-0.0021961352558719227,-0.010587519682303537
-0.02847386167559307,0.001781968194336514,-0.006339134870358976
-0.03204906533937901,0.0004428861757332925,-0.008621149390819483
-0.032967036531772465,-0.0036277413073548814,-0.013923473488830496
-0.032700369047233835,-0.007069410457916092,-0.01839094329625368
-0.0335716649715323,-0.009283693543693516,-0.021265623217914253
-0.03454623220022768,-0.010907505384238902,-0.02083525396301411
-0.03458267747191712,-0.011748690667445771,-0.016024299839045852
-0.03320916221127845,-0.009868085726338904,-0.010580393791315146
-0.031178711651591584,-0.004879611879005097,-0.006612452580156969
-0.028059983378625475,0.002059845201074495,-0.003923357326129917
-0.025426370484638028,0.006593787475139834,-0.005946534656686708
-0.02559285712777637,0.004691027243097778,-0.011604689461819362
-0.028752478101523593,0.0006532021075145167,-0.012586465345520992
-0.030701663490617648,0.0007822804377610737,-0.009773899364518002
-0.030464840165222995,0.004245202489983058,-0.011089915460615885
-0.02880517604353372,0.0076580827226280235,-0.013740918802795932
-0.023777181922923774,0.008117886864056345,-0.011804989298980217
-0.02096921525662765,0.004262839865987189,-0.007781511158100329
-0.022751326469006017,0.0006692608849334647,-0.006484750883828383
-0.02432700784993358,0.0014535839909513015,-0.007925726094981655
-0.02397774369455874,0.0034122372198908124,-0.011016098142135888
-0.023655429686186835,0.004596140570356511,-0.013535523976315744
-0.02438379124214407,0.006331807526294142,-0.01327789323113393
-0.024664312149980105,0.0072725547397567425,-0.010840258255484514
-0.024113724066410214,0.007243423169711605,-0.009951793799700681
-0.024300654331455007,0.006597464562219102,-0.012999958016735036
-0.02451775253575761,0.004873105353908613,-0.01627937854209449
-0.025943021682905965,0.0023237892037286656,-0.01683440314081963
-0.027296977350488305,-0.000781740425281896,-0.017875006960821338
-0.026474079277249984,-0.005285857241688063,-0.02078676516248379
-0.025538189220242202,-0.008755731869314332,-0.02234409657830838
-0.02720310294535011,-0.00923327388591133,-0.022112057195045054
-0.0291613869194407,-0.009675911314843688,-0.023363701984635554
-0.029522165277739987,-0.009979866263165604,-0.025713252398418263
-0.030774117476539686,-0.008446329957223497,-0.024707818738534115
-0.03505489439703524,-0.006326890343189007,-0.019872915800078772
-0.038511116144945845,-0.006323959496512543,-0.018124088455806486
-0.03909496444975957,-0.009137701454164926,-0.02248993951070588
-0.04016282764496282,-0.012265777513675857,-0.02900679101003334
-0.04059572529513389,-0.014202944839780685,-0.03422611189307645
-0.03850099892588332,-0.013519861568056513,-0.035296387068228796
-0.034647320717340335,-0.011398915376048535,-0.036637040466303006
-0.028136428227298893,-0.011676088433887344,-0.0386877654818818
-0.018143919078283943,-0.014589682905352674,-0.03951416147174314
-0.010762670171970967,-0.01862169119704049,-0.03900408046320081
-0.00858617750054691,-0.02166209560527932,-0.042296003812225536
-0.009791495358513203,-0.022175536287249997,-0.04955611439072527
-0.011846377674373798,-0.0214681749639567,-0.053053827286930755
-0.011610016372287646,-0.021315347112249583,-0.051107737817801535
-0.0077210261224536225,-0.021083091269247234,-0.045843709813198075
-0.006253778792597586,-0.01993898331420496,-0.04167257793596946
-0.010191674846282694,-0.0173590215126751,-0.042800667870324105
-0.01526332380308304,-0.012767010048264638,-0.04639953840523958
-0.01961897942237556,-0.00856707902130438,-0.04582667679642327
-0.0251801720878575,-0.004937923677061917,-0.03843912418233231
-0.027180594770470634,-0.0011450857755335164,-0.028529877454275265
-0.026230456569464877,0.00141434077249869,-0.020292103727115318
-0.026937525035464205,0.004237414486851776,-0.014600373106077313
-0.028991369617870077,0.008972155228548218,-0.014945851944503374
-0.028551648938446306,0.011043160156987142,-0.02683085222088266
-0.02331663745280821,0.009880603101919405,-0.0476832028653007
-0.015872512449277565,0.009430116733710747,-0.06464406033046544
-0.00980844833975425,0.00934448962652823,-0.06687848508590832
-0.005985053576296195,0.007250109774759039,-0.055214484746102244
-0.0008494940288983344,0.003272341928095557,-0.03653276144177653
0.0028609319997485727,-0.0004595433438225882,-0.014013924555911217
0.0023754621452098945,-0.004546714080788661,0.00970170549408067
-0.002770805394902709,-0.005631721705867676,0.031821684387978166
